Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative,Song Recommendations
okay guys die crazy plate lady dies get baby,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Negative,"Fortunate Son, Painkiller, Wait and Bleed"
crazy plate lad sees monica frustrated comment monica dies would get emma right,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative,"Painkiller, Chop Suey!, Bad Liar"
hurts doesnt,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
yeah hes lying looked,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
well wrong incomptent managed survive whatever killed three,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative,"Chop Suey!, Sugar, Toxicity"
yeah wed want make sure emma someone like monica uh uh discliplinarin someone firm strict,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
let get straight two friends die get emma wife dies emma one tiny ray hope left life gets taken away,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
theres movie claps,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
hey disappeared dinner,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Negative,"Kaer Morhen, Heat Waves, Setting Fires"
oh somebody miss child raise poorly,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative,"Immigrant Song - Remaster, Lose Yourself, Hall of Fame (feat. will.i.am)"
ross rachel dont know theyre talking mean like responsible emma product bottle merlot five year old condom,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
yeah everything said exaclty worried kid true look everybody knows,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Cirice, Sign of the Times, Middle Of A Breakup"
nothing raccoon,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
arg alright ill take care throws hands air,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
oh wait,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
hey dude okay sorry,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
ucch pauses uchh louder time case hadnt noticed im talking,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
uchh much louder longer amys,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
might one chance baby rachel mean know busy focusing carrer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Negative,"Waiting for a Girl like You, Running Up That Hill (A Deal With God), Every Teardrop Is a Waterfall"
um im decorator,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
sup want talk supportive didnt even come visit hospital baby,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
oh yeah well didnt come see hospital getting lips done,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
oh whose side back amy im giving emma way could handle responibility child,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
hard could,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative,"I Dunno (feat. Dutchavelli & Stormzy), New Rules, Royals"
want know dont want baby,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative,"Chop Suey!, Sugar, Toxicity"
uh huh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Write Sins Not Tragedies, I Bet My Life, Psychosocial"
dont want happy always jealous,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
jealous lack responsiblity immaturity total disregard peoples feelings,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
uh name know know youve always like everything couldnt anything like junior high stole timmy mean even realize much hurt,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
cannot cannot believe invited today,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative,"B.Y.O.B., Radioactive, Unsainted"
yeah well know cannot believe socalled sister gets 30 discount ralph lauren still pay retail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Killing In The Name, New Rules, Middle Of A Breakup"
ah ha ha ah ha ha evil meancing laughter forty five,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Rock You Like A Hurricane, Hotter Than Hell, Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
bitch think youre perfect new baby small apartment directs ross turns throws towel hand table well let tell something baby isnt even cute,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
heey man work,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
put plates boxes put plates boxes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
push,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative,"Friction, Symphony Of Destruction - Remastered 2012, In Waves"
forget bubblewrap isnt time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Killing In The Name, New Rules, Middle Of A Breakup"
oh god shouldnt stop,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
mind lets throw jello,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,Negative,"Cowboys from Hell, Hail to the King, Viva Las Vengeance"
ew gross,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative,"Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit, All We Know"
alright apartment behave way cant act age shouldnt plates may nice pretty pink ones picked theyre important monica want apologize right,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
im sorry,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Let The Light Go Out, Skyfall, ♾"
mon im sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Let The Light Go Out, Somebody That I Used To Know, Nothing Else Matters"
okay thats better want apologize mean,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Titanium (feat. Sia), New Rules, Often"
dude well done know die rachel dies monica dies totally take care emma,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative,"Location, Girls / Girls / Boys, MONEY"
okay know eats five times day shoves pennies nose,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit"
uh huh mean things happen plate like somebody died,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
dont care pauses realizes oh god ive lost scold,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative,"Laid to Rest, American Idiot, I Write Sins Not Tragedies"
look amy got little controlum im sorry youre sister uh really means much,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Let The Light Go Out, Somebody That I Used To Know, Nothing Else Matters"
uh going let use ralph lauren discount,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Write Sins Not Tragedies, I Bet My Life, Psychosocial"
needs changing,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
oh ill get im supercompentent totally responsibile fourth line raise emma ill right emma let get trusty diaper bag knocks box china well know guess ill one dies first,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
hey monica know broken plates yet,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative,"Attention, I Dunno (feat. Dutchavelli & Stormzy), Holy Wars...The Punishment Due - 2004 Remix"
nope,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
broke huh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
bye plates,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative,"Sparks, Everything's Not Lost - Includes Hidden Track 'Life Is For Living', People of The Pride"
could fall asleep play,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
onewoman play called dont like bitter womans journey life,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
know know drive vote work broads want,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
wish could found work,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Write Sins Not Tragedies, I Bet My Life, Psychosocial"
think possible two friends fool around big deal,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
dont think ever works,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
wanna fool around,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Collar Full, Bonfire, Play with Fire (feat. Yacht Money)"
wanna fool around joey,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Negative,"V, Collar Full, 2 MUCH (feat. 24hrs)"
know friends fool around,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative,"Chop Suey!, Nearly Witches (Ever Since We Met...), Attention"
dont know names said,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
rachel things get incredibly complicated,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative,"Chop Suey!, Nearly Witches (Ever Since We Met...), Attention"
hell cooking,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
whats bad,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
know theyre gonna couple windbags wearing tweed jackets suede elbow patches,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
oh big deal mean werent id know gym working,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"In Waves, Unsainted, Psychosocial"
oh ha wrote one minute,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
oh ah isnt another professor supposed come us,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative,"Chop Suey!, Nearly Witches (Ever Since We Met...), Attention"
dont think,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
oh well hes obviously late rule class cant come time,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
dont think wait,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative,"Painkiller, Chop Suey!, Bad Liar"
oh damn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
whats happenin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
yeah real shame cant make onewoman show tonight,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Let The Light Go Out, Skyfall, ♾"
werent going tell us think gonna get away,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative,"Friction, Symphony Of Destruction - Remastered 2012, In Waves"
didnt tell im stupider jane rogers,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
oh thats got tickets play get rid us,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Duality"
oh year set nighttime tour button factory,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Negative,"Take Me Back To London (Sir Spyro Remix) [feat. Stormzy, Jaykae & Aitch], Organ Variation, Flashback"
joey wouldnt invite us parties,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Negative,"Bad Liar, Rain, Wrong"
youre fine ok everyone else acts like idiot around famous people,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, B.Y.O.B."
thats im allergic,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
im also allergic peanuts cashews almonds filberts,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Paranoid - 2012 - Remaster"
basically nuts,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative,"goosebumps, Hail to the King, Beautiful Alien (feat. AI AM) - Radio Edit"
ive lost live,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Middle Of A Breakup, Ain't No Rest for the Wicked, I Bet My Life"
lets ditch,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative,"Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off, One of the Drunks, Animals"
come hes still bathroom im begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Killing In The Name, New Rules, Middle Of A Breakup"
well think hes little,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
yeah saw article coffee table memorized title freak,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Rock You Like A Hurricane"
really whwhats wrong,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
dont know think kind serious oh know watching thing tv morning newcastle disease think might,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative,"Heaven and Hell - 2008 Remaster, Paranoid - 2012 - Remaster, Monster"
oh newcastle disease secretion borne virus affects chickens poultry,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
im sorry rachel charlie wealer shes collegue,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Starboy, Hotter Than Hell, Lose Yourself"
oh hi would check hand im sure dont want get chicken disease,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Negative,"Body Moves, Sunrise, Give It Up"
youre sick,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative,"Toxicity, Build God, Then We'll Talk, Bad Liar"
wanna stay home make move joey,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
didnt want guys know came tell,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative,"Bonfire, Trndsttr, Collar Full"
thought came say sick,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
joeys party wasnt gonna invite us,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
horrible museum tour,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Killing In The Name"
know party joey,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
oh god kyle lowder,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative,"Bonfire, Trndsttr, Collar Full"
hey thats didnt invite calm alright go go get drink something,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
oh yeah thats want inhibitions lowered,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
monica might want remember married,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
hell,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Negative,"Radioactive, Unsainted, Are You Dead Yet?"
call,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
guess forgotten joey,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Negative,"Bohemian Rhapsody, Wake Me up When September Ends, Disintegration - 2010 Remaster"
yeah well guess forgotten joey clearly youve forgotten chandler,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
ooh sad still cant easy leave harvard especially working alongside nobel prize winner like albert wintermeyer,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Negative,"Plastic Heart, November Rain, Sleepwalking"
actually alby guy broke,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Negative,"Bohemian Rhapsody, Wake Me up When September Ends, Disintegration - 2010 Remaster"
dated albert wintermeyer,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
eh think mean went guy improved accuracy radiocarbon dating factor 10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative,"Immigrant Song - Remaster, Rock You Like A Hurricane, Hotter Than Hell"
ok want dirt alby seriously insecure mean,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Killing In The Name"
oh god ever relationship someone,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative,"Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit, Kaer Morhen"
oh whats matter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
dates geniuses nobel prize winners oh god chinese restaurant earlier today put chopsticks mouth pretented woolly mammoth,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
worse,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
oh im actor im professor palaeontology,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
hey ross listen dirk wondering woman brought guys together,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative,"Chop Suey!, Nearly Witches (Ever Since We Met...), Attention"
boys gave phone numbers,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
nothing major know theyre really good enough deserve best,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative,"Somebody That I Used To Know, The Hills, I Don’t Wanna Live Forever (Fifty Shades Darker)"
yes cause live together thats joke,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Killing In The Name"
oh god honey im sorry,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Negative,"Done for Me (feat. Kehlani), Die For You, Fix You"
well missed powerful three hours history theater,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
somebody sign bra,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
hey ross listen dinosaur girl really gonna let couple nobel prizes scare come piece paper,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, B.Y.O.B."
go charlie point ok dated also broke maybe shes looking know slum average joe phd,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Negative,"Viva Las Vengeance, Bleed, Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off"
yeah maybe whole career front mean still win nobel prize although last two papers ive written widely discredited,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative,"Royals, It's My Life, Whatever It Takes"
cant friends hooking bad idea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Write Sins Not Tragedies, I Bet My Life, Psychosocial"
guys youve got phone numbers dont kiss one,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Negative,"Bad Liar, Rain, Wrong"
could could dont want want kiss joey,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Negative,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
cant stop,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Bet My Life, Middle Of A Breakup, Ain't No Rest for the Wicked"
dont like chapter one first period,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative,"Chop Suey!, Sugar, Toxicity"
whatwhat you’re gonna leave person,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
kidding,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative,"Friction, Symphony Of Destruction - Remastered 2012, In Waves"
casually slip y’know lay groundwork tell uhi’m loner—no outlaw tell doesn’t want get mixed withthe likes,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative,"I Dunno (feat. Dutchavelli & Stormzy), New Rules, Royals"
y’know that’s lot remember can’t tellher you’re pig,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
hey i’m gonna call later honest oh come chandler used todo he’d even make girl pancakes plus he’d make extras leave‘em,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Negative,"Organ Variation, Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack, Confidence"
well forget i’m telling girl anything myresponsibility,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
yeah joey kinda disabled moved,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
sorry,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
didn’t bring,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
sent chicken back,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
says it’s dry wants come back andexplain,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
oh… uh…,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
