Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
well y’know would umm repeat everything said uhwe’d jump closets scare switch sugar salt sothey’d put salt cereal,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Negative
yeah like one,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
yeah you’re funny,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah iiii’m funny ben i’m stupid okay,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
uh find anyone marry guys yet,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative
horny monica minister called wanting know werestill together,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
we’re never gonna find anybody,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
well let,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
joe…,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive
nonono look i’ve thinking i’m actor rightso won’t get nervous talking front people,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
joey look it’s really sweet…,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
nononono look won’t spit won’t stare atmonica’s breasts y’know everyone knows i’m ass man,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
true,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah important thing won’t likestranger barely knows it’ll swear i’ll areally good job plus y’know love guys andand would really mean lot tome,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Positive
might kinda cool,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
yeah,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
right okay right okayokay gotta get started myspeech oh wait minute internet ministers still sex right,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Negative
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey pheebs how’s going,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh headache horrible headache,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
oh i’m sorry get something,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh god you’ve,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
it’s hexadrin,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
coming,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
bone pick,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
uhoh,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Negative
yes ben learned little trick,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
that’s right that’s right,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Positive
yeah know hate practical jokes they’re mean andthey’re stupid andand don’t want son learning,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Negative
oh come,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive
barefoot tell toilet thing thing taughthim right,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
it’s amazing headache completely gone pillscalled,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative
phoebe like side affects stuff,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
say,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
y’know possible side affects,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
phoebe relax none stuff ever happens put therefor legal reasons,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
case happens,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
got ordained,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
yeah got internet man lot porn,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Negative
minister…,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay must disoriented,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
anyway started working i’m going say ceremonydo wanna hear,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
nice surprise,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
well y’know neighborhood passed yourbuilding thought what’s carol sweet,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
ask what—come,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
umm uh i’ll make coffee uh chat,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative
don’t,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
seriously dad doesn’t like pranks,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
oh damnit,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
don’t say don’t say,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
damnit,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
don’t go back repeating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh crap,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Negative
phoebe face fine come none stuff going tohappen stop baby,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
okay guys got little written ready,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
yeah ookay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
receiving,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
see joe that’s grrreat one cool thingsabout somebody know perform ceremony usy’know personal tell stories us,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
ooh like time went atlantic city made laugh sohard threw whole steak remember,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
ever feed poison capsule made bleed theeyes,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Negative
doesn’t say,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
oh suddenly somebody knows side affects,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
see joe want tell stories y’know romanticstories nice stories,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh okay ooh ooh okay maybe i’ll talk london y’knowwhen two hooked won’t say hooked i’ll say begantheir beautiful journey…,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
go,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
…by doin’,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
joe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay right umm uh happen eyes meetacross room next thing y’know you’re bathtub togetherand she’s feeding strawberries,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Positive
isn’t happened bride’s maid,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah call london style,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
happened us well umm really sadthat night guy ross’s mom,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
chandler really sweet consoled well wedrank much…,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
yeah baby,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
perfect gentleman walked hotel room andsaid goodnight,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
later night…,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
well last time saw heading door thebride’s maid bucket strawberries uh you’re still upset aboutwhat guy told ya ya,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
wouldn’t,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
well look it’s really emotional time y’know andyou’ve lot drink you’ve got let,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive
really,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
well anymore,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
don’t,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
know thought would fun,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
drunk,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Negative
drunk enough know want drunk youshould feel guilty taking advantage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
okay,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
doesn’t feel weird,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
know,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
you’re really good kisser,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
hmhmm,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
wow really fast,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
bodes well speed impresses,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
we’re gonna see naked,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
yep,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
wanna time,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
count three,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
one,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
two,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
well think it’s safe say friendship effectivelyruined,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
eh weren’t close anyway,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
eh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
oh dude i’m sorry,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
hey nononono it’s cool it’s cool ii’ll asecond i’m still bride’s maid just—where condoms youbrought,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Positive
uh could leave one,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Negative
hey listen don’t come downstairs there’s somereally nice girls,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
iii’m fine,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
that’s ‘cause thing thought youwere something nothing,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
okay change topic it’s,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Positive
originally want hook,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
okay fine,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
itit didn’t seem important,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
noo point,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
don’t believe romantic night life andi’m runner,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
okay it’s weird okay don’t want standingtheir saying vows mental image monica iii need…idon’t know need need walk,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Negative
wait chandler come let’s—it’s big deal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
wanted sleep,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
crazy,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
know,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
agreed,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
pranks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
andand else,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
daddy break,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
rachel,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
i’m visiting good friend carol,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
good friend,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
what’s last name,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
carol…lesbian,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
nice way uh line face,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Positive
line,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
whwhwhat line,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
right i’m sorry i’m sorry didn’t tell youwere mad already,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
course mad told ii hate stuff okay itit’snot funny,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
what’s funny,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
practical jokes,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
oh i…i think they’re funny,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
line face,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Positive
okay maybe funny you…,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
carol they’re funny kids hurting,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
uh y’know i’ll tell hurts hurts kidwho clothes stolen gym class go principal’s officewearing nothing catcher’s mitt,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
listen don’t want teaching son stuffanymore okay,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
fine fine i’ll know taught thatstuff called fun aunt rachel loved fun aunt rachel i’ll goback boring uncomfortable aunt rachel that’s want,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Negative
that’s want uh i’m glad guys bondingbut i…,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive
look doesn’t brothers sisters somebody’s gonnahave teach stuff haven’t taught anything normal6yearold doesn’t know anyway,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
hey,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
chandler come nothing even happened,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
look joe know wanted wedding…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
noheyno don’t want except don’tcare just…i don’t want upset,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive
upset okay,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Positive
yeah like half hour one night chandler wants therest life you’re lucky look missed therealthough know could never worked like guys ‘cause guysare perfect y’know look andand see together itjust…itit fits y’know know it’s gonna last forever,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
that’s say,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
you’re marrying us that’s say,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
really,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
i’d love would,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
words,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
well don’t know remember exactly it’sit’s prettymuch giving sharing receiving,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Negative
hey i’m sorry uh way youcan look ben little bit ii’ve got meeting school andand heheasked uh ‘fun aunt’ rachel so…,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
okay i’ll see later pal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
oh i…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
finish talking ben,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Positive
wait come,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
wait ben come,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
heyhey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
guys okay,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
yeah talked monica made see reacted littlebit things life important,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
honey dinner’s ready,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
favorite,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
yep lot’s,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
okay go,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
go,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
id say looks naked buddy moving,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
ironically boxes seem labeled clothes,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
ohh im gonna miss big old squishy butt,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,Negative
done chicken fried rice,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
hey hey hes moving maybe try get place,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
good idea yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
would cool live across guys,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
hey yeah could telephone thing yknow canwe connected string,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
oh god love apartment isnt perfect cant believe inever realized great,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
well eye immediately goes big naked man,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Positive
amazing better hurry fill application imgonna beat,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
phoebe phoebe okay okay,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
know know know,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
know,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Positive
yes know joey knows ross doesnt know stopscreaming,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
nothing oh god excited want get thisapartment,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
mean whenever monica chandler like yknow laundry orgoing grocery shopping or—oh time monica spent phone sad lindafrom camp,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Negative
uhhuh phone,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh oh cant believe mean think great shemight able better,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Negative
joey come come,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
phoebe found monica chandler,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
joey,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
okay know know dont know rachelknows,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
yes yknow doesnt matter knows enough usknow tell know lying secrets wouldfinally,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
could,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
whwhat mean,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative
well yknow every time say like theyre laundrywell give bunch laundry,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
ohhh ii would enjoy,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
nonono nono wait rach know would even fun tellingthem,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Negative
ehhh wanna phoebes thing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Negative
cant take any…,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
dont anything dont tell know,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
dont secrets,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
ugh,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
well could use position yknow roommate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
would use yknow strongest tool disposal mysexuality,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
okay watch learn dont eat cookie,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
hey,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
hey ooh wow jacket looks great,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
really,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
well really wanna know im—oh cant tell,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
phoebe tell anything,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
well actually youre one person cant tell oneperson want,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Negative
whats going,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
think yknow havent guy long andhow sometimes youre looking something don’t even see itsright front sipping coffee—oh said much well justsomething think know,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Negative
cute get cute,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
well grandfather swedish grandmother actually atiny little bunny,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Positive
okay youre even cuter,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
yknow popular opinion today must say,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
weirdest thing happened coffee house think thinkphoebe hitting,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Negative
talking,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
im telling think phoebe thinks im foxy,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
thats possible,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
ow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
im sorry phoebe always thought werecharming sexless kind way,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh yknow ii cant hear enough,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
im sorry think misunderstood,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
didnt misunderstand okay touched mybicep crying loud,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
bicep,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
well flexed right,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Positive
hey mon wanna come see movie us,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
uhh yknow actually gonna laundry,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
hey chandler wanna,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
sure ill ya,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
mean ii dont think enough quarters,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
hey ross word apartment yet,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
well called turns ugly naked guy subletting ithimself hes already like hundred applicants,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Negative
nono got edge know exactly ethical sent alittle bribe,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
oh pinball machine big bow,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
new mountain bike,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
well send,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
basket minimuffins,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
theres whole table minimuffin baskets one yousend,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
small one,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
youyou actually thought basket gonna get theapartment,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
well yeah someone sent us basket work people went crazyover little muffins best day,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
work makes sad,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
right honey wed better go wanna catch movie,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
bye,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
actually,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
okay believe shes attracted,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
ohhh oh god oh god knows us,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Positive
serious,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
phoebe knows shes trying freak us thats onlyexplanation,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Negative
yeah,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
phoebe knows us,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Positive
well,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
whos,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
uhhh phoebe joey,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
joey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
rachel wouldve told made promise tell,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
oh man,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Negative
im sorry hey right tell thatyou know know,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
unless…,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative
unless look must end,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
